RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
715,15757454,User714,731,France,Male,47,7,71280.06,1,0,1,32477.36,0
716,15686977,User715,609,Germany,Female,43,4,123906.34,1,1,1,76400.51,1
717,15871425,User716,447,Germany,Male,42,7,72314.66,1,0,1,106701.86,0
718,15632889,User717,694,Germany,Female,56,8,101418.36,1,1,1,108168.23,1
719,15815404,User718,561,France,Female,44,6,102565.5,1,0,1,119060.65,0
720,15502213,User719,610,France,Female,38,3,47515.77,3,1,1,80020.65,1
721,15784952,User720,577,Germany,Male,30,1,91300.54,2,1,0,96690.51,0
722,15863585,User721,609,Spain,Female,35,9,120185.9,1,1,1,156873.36,1
723,15694016,User722,372,France,Male,28,0,98480.63,1,1,1,91875.66,0
724,15603378,User723,796,France,Male,40,4,180544.95,1,1,0,100876.73,0
725,15721076,User724,680,France,Female,41,3,35473.87,2,1,0,1000.0,0
726,15986453,User725,783,France,Male,18,1,156514.83,3,1,1,44709.97,0
727,15973576,User726,850,France,Male,39,4,73650.33,1,1,0,153799.6,0
728,15643037,User727,652,Germany,Male,45,9,170926.42,2,0,1,56474.96,0
729,15648860,User728,433,France,Male,40,3,232922.24,1,1,1,45957.18,1
730,15763930,User729,542,France,Male,29,1,91478.4,3,0,0,147429.3,1
731,15765619,User730,505,France,Male,51,3,31971.56,1,1,0,38452.11,1
732,15525799,User731,589,France,Male,32,5,106202.26,2,0,1,148540.75,1
733,15574219,User732,659,France,Female,26,2,99290.85,1,1,0,94361.4,0
734,15682917,User733,409,France,Male,28,9,167492.58,1,0,1,68125.46,1
735,15779066,User734,691,France,Male,38,2,186154.52,3,1,0,1000.0,0
736,15904541,User735,468,France,Male,48,9,126565.63,2,0,1,165152.96,0
737,15508912,User736,685,Spain,Male,50,3,164342.98,1,0,0,8883.33,0
738,15872992,User737,636,Spain,Male,41,5,44267.78,4,1,1,37969.85,0
739,15934046,User738,612,France,Female,27,3,176047.88,1,1,0,138291.19,0
740,15922118,User739,641,Spain,Male,32,2,8928.36,1,1,0,37387.47,0
741,15767763,User740,585,France,Female,30,2,117718.44,3,1,0,124345.11,0
742,15695998,User741,576,France,Male,37,5,28479.57,1,0,1,97237.94,0
743,15528601,User742,448,France,Male,21,6,7701.33,1,0,0,85545.5,0
744,15650992,User743,646,France,Female,40,2,168884.35,1,1,1,46404.62,0
745,15783239,User744,850,France,Male,45,1,74295.15,2,1,1,66150.1,0
746,15509915,User745,850,France,Male,37,3,150668.91,1,0,1,112697.53,0
747,15752267,User746,808,Germany,Female,43,8,27326.05,1,1,1,50163.64,0
748,15528486,User747,734,France,Male,29,3,28938.63,1,0,1,130409.69,0
749,15747932,User748,568,France,Female,24,8,84095.45,1,1,1,110898.33,0
750,15843630,User749,823,Germany,Female,32,2,77848.27,1,1,0,125938.11,1
751,15690016,User750,643,France,Male,50,1,108091.52,1,1,1,110490.45,0
752,15709170,User751,641,France,Female,49,0,72694.77,1,1,1,126982.39,0
753,15716641,User752,615,France,Female,34,5,61455.54,1,1,1,117906.84,0
754,15826385,User753,661,France,Male,51,7,42475.08,1,1,1,140067.21,1
755,15580980,User754,597,France,Female,35,4,197102.53,2,1,0,117739.42,1
756,15631909,User755,639,France,Male,54,0,82474.69,2,0,0,115008.41,1
757,15718381,User756,519,Germany,Male,43,9,44041.14,2,0,1,53331.64,1
758,15687606,User757,605,France,Male,34,5,147554.56,1,1,1,13089.62,0
759,15660774,User758,850,France,Male,46,7,107113.7,2,0,0,101478.23,0
760,15681891,User759,641,France,Female,31,3,107674.71,1,0,1,146649.58,0
761,15591567,User760,621,Spain,Female,29,1,95206.61,1,0,1,52678.78,0
762,15752924,User761,713,Germany,Male,24,6,64317.71,1,0,0,19883.13,1
763,15584856,User762,734,Germany,Female,41,9,61212.91,1,1,0,71704.12,0
764,15679359,User763,516,Germany,Female,38,5,0.0,1,0,0,116819.91,0
765,15986453,User764,625,France,Male,38,4,19351.41,3,1,1,141426.13,0
766,15626694,User765,760,France,Male,34,4,43458.92,2,0,0,82885.16,1
767,15988455,User766,682,France,Female,53,1,85523.5,1,1,1,40329.88,0
768,15729545,User767,664,France,Male,34,7,165369.52,2,1,0,95842.87,0
769,15500050,User768,836,France,Male,31,6,104263.06,1,1,1,132718.76,0
770,15686644,User769,568,Spain,Female,51,5,95681.51,2,1,1,96245.24,0
771,15670606,User770,659,France,Male,53,0,147055.47,1,1,1,149206.65,0
772,15702165,User771,587,France,Male,42,8,107529.3,1,1,0,73835.22,0
773,15672399,User772,828,France,Male,21,4,94107.42,2,1,1,142220.39,0
774,15895955,User773,415,Germany,Female,33,5,137893.62,1,0,1,180329.45,1
775,15810099,User774,569,Spain,Male,45,6,23499.98,1,1,1,49373.98,0
776,15885970,User775,586,France,Male,39,8,111230.21,1,1,1,55680.33,0
777,15990988,User776,729,France,Male,54,9,66637.28,1,1,1,131212.74,0
778,15652940,User777,722,France,Female,25,8,27748.84,2,1,0,250000.0,0
779,15518702,User778,817,France,Male,45,5,60784.22,1,0,1,124124.17,0
780,15936285,User779,461,France,Female,32,7,41740.23,1,1,1,97595.01,0
781,15888620,User780,740,France,Female,52,7,105527.28,4,0,1,164032.37,0
782,15791419,User781,614,France,Male,38,3,135354.14,4,0,1,93296.59,1
783,15515065,User782,570,France,Male,49,9,91452.69,2,0,0,18476.13,0
784,15827419,User783,714,Germany,Male,32,4,214775.07,1,1,0,51464.7,1
785,15862368,User784,539,France,Male,24,8,31256.4,1,1,1,166039.81,0
786,15622811,User785,400,Germany,Male,27,0,204079.84,2,1,1,15230.68,0
787,15887548,User786,605,Germany,Male,32,2,204725.53,2,1,1,28111.7,0
788,15749650,User787,470,Germany,Male,28,7,207976.35,3,1,0,139711.21,1
789,15833242,User788,572,France,Female,51,7,37040.52,1,1,1,106321.47,0
790,15609433,User789,694,France,Female,52,6,172371.48,1,0,1,159105.92,0
791,15691225,User790,687,Germany,Male,41,2,76758.11,1,1,0,46212.43,1
792,15780249,User791,840,France,Male,28,8,162563.58,2,1,1,62366.78,0
793,15842358,User792,626,France,Male,37,1,48368.57,3,0,1,81644.37,0
794,15830913,User793,466,Germany,Female,32,0,84297.98,1,1,0,37394.26,1
795,15843616,User794,559,France,Female,53,8,84395.87,1,1,0,87308.67,0
796,15801034,User795,539,Germany,Female,42,1,80989.54,2,1,1,90406.23,0
797,15746165,User796,503,Germany,Female,43,9,67597.77,1,0,1,142022.39,0
798,15664102,User797,702,France,Female,35,6,125271.86,1,1,1,94594.0,1
799,15993292,User798,572,France,Female,18,1,106046.57,1,1,1,79002.65,0
800,15549933,User799,412,France,Female,31,7,144695.89,1,1,0,123556.39,1
801,15608411,User800,733,Germany,Female,27,5,121100.38,1,0,1,154053.77,1
802,15925751,User801,636,Spain,Male,42,0,101876.4,1,1,1,150697.33,0
803,15810109,User802,692,France,Female,39,3,91813.53,1,1,0,112731.89,1
804,15901687,User803,662,Germany,Female,30,0,145074.59,3,1,1,80007.53,0
805,15700112,User804,725,Germany,Female,35,0,107773.57,2,1,0,75391.95,1
806,15623966,User805,654,Germany,Male,54,3,121720.81,1,1,1,33835.35,0
807,15503306,User806,798,France,Male,29,2,102439.23,4,0,1,102317.31,1
808,15991032,User807,700,France,Male,29,3,121866.22,1,1,1,97716.2,0
809,15544865,User808,697,France,Male,36,3,71590.19,1,1,1,180960.87,0
810,15570475,User809,699,France,Male,32,0,4150.32,2,1,1,109777.01,0
811,15503803,User810,475,France,Male,34,8,146774.48,3,0,1,136110.23,0
812,15839593,User811,630,Spain,Male,44,0,128145.44,2,1,1,164087.15,0
813,15671630,User812,618,France,Male,56,5,60441.74,1,0,0,5851.06,0
814,15856272,User813,674,Germany,Male,21,2,164602.43,1,1,0,66773.29,0
815,15577184,User814,486,France,Male,38,5,31488.89,1,0,0,87186.21,1
816,15555060,User815,846,Germany,Male,39,0,144548.14,1,0,1,104911.7,0
817,15925324,User816,662,France,Female,38,6,86079.36,2,1,0,42427.06,0
818,15682669,User817,504,Germany,Female,37,1,118687.91,1,1,1,141691.64,0
819,15605607,User818,444,France,Female,35,9,155544.2,1,0,0,144016.85,1
820,15841214,User819,616,France,Male,49,0,160284.51,1,1,1,123967.26,0
821,15991937,User820,639,France,Male,34,7,62647.91,2,1,0,132853.68,0
822,15548409,User821,563,France,Female,37,3,55348.33,2,0,1,44243.05,0
823,15936953,User822,661,France,Female,38,1,27057.43,1,0,1,155535.52,0
824,15504094,User823,573,France,Female,40,7,103296.07,1,1,1,68484.64,0
825,15537008,User824,716,France,Male,37,9,161162.79,3,0,0,4952.51,1
826,15505410,User825,563,France,Female,48,6,188039.3,1,1,1,105112.76,0
827,15996901,User826,645,Germany,Female,38,9,115742.27,1,1,1,120009.51,0
828,15544503,User827,767,France,Male,40,6,146691.05,2,1,0,64880.9,0
829,15740023,User828,850,Spain,Male,38,9,106490.66,1,1,1,16385.23,0
830,15819032,User829,529,France,Male,28,4,178624.57,1,0,0,41619.54,0
831,15931182,User830,594,France,Male,30,6,76613.49,1,1,1,91367.52,0
832,15691483,User831,549,France,Male,28,1,165898.38,1,1,1,1000.0,1
833,15836610,User832,744,France,Female,40,6,117119.75,2,1,0,150099.77,0
834,15869468,User833,512,Germany,Female,31,0,59972.71,2,0,1,148785.25,0
835,15968763,User834,591,Germany,Female,28,2,38703.02,1,1,0,89961.08,0
836,15770288,User835,646,France,Male,41,1,160331.02,1,0,1,151672.73,1
837,15606411,User836,532,Germany,Female,44,0,142728.8,4,1,0,90720.24,1
838,15825249,User837,535,France,Male,21,9,100326.46,1,1,1,42325.61,0
839,15883698,User838,592,France,Male,55,2,125345.56,1,0,1,130434.49,0
840,15678368,User839,397,France,Male,39,8,154433.22,1,1,0,126856.63,1
841,15952185,User840,476,France,Male,37,7,70253.63,1,1,0,52689.35,0
842,15982183,User841,600,Germany,Male,49,5,132411.46,1,0,0,28605.82,1
843,15944663,User842,667,France,Female,39,9,78825.48,3,0,0,49902.02,1
844,15607564,User843,627,France,Female,32,6,75799.49,1,1,0,157147.95,1
845,15980569,User844,437,France,Male,60,9,89296.57,2,1,0,83738.54,0
846,15557193,User845,594,Germany,Male,28,7,68131.03,1,1,1,239005.26,1
847,15655745,User846,745,France,Female,38,0,78186.2,1,1,1,66116.97,0
848,15920534,User847,716,France,Male,47,8,181894.11,1,1,0,129048.39,1
849,15892072,User848,640,Spain,Male,28,5,203630.23,2,0,1,114933.31,0
850,15932620,User849,543,France,Female,37,2,80196.29,1,0,1,87741.35,1
851,15764088,User850,725,Germany,Male,42,0,100437.65,1,0,0,140558.51,1
852,15520780,User851,580,France,Male,63,8,55582.43,1,1,0,56155.26,0
853,15594873,User852,509,France,Female,30,6,65722.28,3,1,0,96119.36,0
854,15882069,User853,553,France,Male,38,6,140981.7,2,0,1,40356.74,0
855,15720427,User854,823,France,Male,45,4,83771.51,2,0,0,1000.0,0
856,15865423,User855,676,France,Male,39,2,57942.15,3,1,1,102334.4,0
857,15630172,User856,789,France,Male,26,5,74207.14,1,0,0,41774.7,0
858,15609099,User857,592,Germany,Female,43,2,153004.82,1,0,1,33942.72,0
859,15585495,User858,762,France,Female,40,6,129191.22,2,0,1,127903.61,0
860,15686446,User859,577,France,Male,43,1,103745.13,1,1,0,90761.85,0
861,15757356,User860,631,France,Female,50,7,70808.81,1,1,0,118144.61,0
862,15860815,User861,850,Spain,Male,49,5,148982.92,2,1,1,185179.34,0
863,15768528,User862,742,France,Male,43,1,77105.26,4,0,0,107883.03,0
864,15904262,User863,589,France,Female,42,9,68578.68,2,1,1,121516.04,0
865,15552340,User864,639,France,Female,28,5,26401.74,2,0,0,39478.53,0
866,15829750,User865,689,France,Female,37,7,10339.07,1,1,1,140698.75,0
867,15508264,User866,795,France,Male,41,8,5343.81,2,1,1,141472.31,0
868,15532554,User867,591,France,Male,34,1,0.0,1,0,0,46574.72,1
869,15536798,User868,441,Germany,Male,39,5,65622.46,1,1,1,131686.75,0
870,15528302,User869,616,Germany,Female,30,1,76654.06,1,1,0,114902.25,1
871,15758795,User870,651,Germany,Male,54,5,35267.1,2,0,0,88291.48,1
872,15663316,User871,663,France,Male,60,2,150426.74,3,0,0,103237.27,0
873,15652676,User872,808,France,Male,35,8,115491.39,2,1,1,219871.83,0
874,15639829,User873,688,France,Male,43,1,68168.75,1,1,1,66745.05,0
875,15953769,User874,747,France,Female,36,5,34840.25,2,0,0,82354.91,1
876,15835937,User875,517,France,Male,51,1,179647.01,1,1,1,104090.69,0
877,15889759,User876,754,Germany,Female,43,9,208891.95,2,0,1,90012.23,0
878,15675088,User877,850,France,Female,39,7,47917.24,1,1,1,7931.31,0
879,15660566,User878,742,France,Female,36,5,201098.4,1,1,1,131373.8,0
880,15871356,User879,680,France,Female,40,3,117422.93,1,1,1,145036.92,0
881,15605590,User880,668,France,Male,28,2,56168.83,1,0,1,185466.72,0
882,15775053,User881,850,Germany,Male,45,5,76371.33,1,1,1,70891.92,0
883,15806418,User882,538,Spain,Male,31,1,4852.11,1,1,1,36090.05,0
884,15776489,User883,636,France,Male,44,3,62405.16,1,1,1,131781.99,0
885,15860436,User884,705,France,Male,40,0,15950.56,2,1,0,47757.49,0
886,15961634,User885,739,Germany,Female,49,9,144010.41,3,1,1,98917.46,1
887,15849887,User886,597,France,Male,38,7,71011.75,2,1,1,78877.84,1
888,15665499,User887,686,France,Male,49,5,20473.12,1,0,1,108545.38,1
889,15856463,User888,616,Spain,Female,29,6,132051.74,1,1,0,76752.45,0
890,15544829,User889,664,France,Male,45,1,18983.71,1,0,1,133997.03,1
891,15853424,User890,634,Spain,Male,36,7,84859.09,1,0,0,53124.73,0
892,15811049,User891,513,France,Female,40,7,121654.72,1,0,0,218120.69,0
893,15766261,User892,647,France,Female,39,7,99235.52,1,1,1,138064.7,0
894,15926362,User893,755,Germany,Female,48,2,50901.18,2,1,1,67834.33,0
895,15640384,User894,533,France,Female,18,3,93126.42,1,1,0,50888.39,0
896,15704791,User895,621,Germany,Male,42,4,88163.4,2,1,1,89753.4,1
897,15726745,User896,729,Germany,Male,24,9,65004.54,2,1,0,75660.15,1
898,15886140,User897,521,France,Female,51,2,106569.48,1,1,1,57834.79,0
899,15889088,User898,671,France,Male,19,8,169971.42,3,1,0,168882.91,1
900,15703426,User899,522,Spain,Female,28,4,123407.22,1,1,1,147704.92,1
901,15901744,User900,786,France,Female,22,7,56908.66,1,1,0,45019.46,0
902,15736843,User901,850,France,Male,55,3,44439.76,1,1,0,127132.0,0
903,15854757,User902,850,France,Male,26,3,118599.62,3,1,1,99898.7,0
904,15801718,User903,623,France,Male,40,3,98860.96,1,1,1,137693.41,0
905,15608499,User904,738,France,Male,33,3,0.0,2,1,1,66171.83,1
906,15832183,User905,664,Germany,Female,21,1,71373.8,3,1,1,205701.73,0
907,15944336,User906,662,France,Male,35,2,209368.84,1,1,1,103111.58,1
908,15708997,User907,835,Spain,Female,45,9,30332.62,2,1,1,198980.77,0
909,15814840,User908,491,Spain,Male,37,0,45314.49,2,0,0,75626.4,1
910,15961465,User909,776,Germany,Male,48,2,79533.24,1,0,0,166705.51,1
911,15798405,User910,644,France,Male,35,2,118958.84,1,1,1,93909.56,0
912,15744886,User911,819,Germany,Male,39,2,108152.51,3,1,0,182619.24,1
913,15927487,User912,672,France,Male,35,8,77199.81,1,0,0,90254.46,1
914,15882131,User913,569,Spain,Female,42,4,15012.32,1,1,0,46040.69,1
915,15547520,User914,683,Spain,Male,57,8,89927.51,1,1,0,45620.73,1
916,15517849,User915,738,France,Female,42,1,70775.81,1,1,1,67611.26,0
917,15940124,User916,654,France,Male,40,6,41636.94,2,1,0,129603.52,0
918,15993906,User917,708,Germany,Female,32,2,113095.53,1,1,1,118144.97,1
919,15874799,User918,587,France,Female,31,8,180192.38,4,0,0,105348.12,0
920,15914796,User919,393,Germany,Male,53,4,23385.4,4,1,0,152503.49,1
921,15976698,User920,758,France,Female,27,6,29242.49,2,1,1,181333.5,0
922,15622398,User921,733,France,Female,29,5,33341.91,2,1,0,49227.94,1
923,15758451,User922,667,France,Male,38,3,47975.31,2,1,0,149716.74,0
924,15849175,User923,658,Spain,Male,34,5,0.0,1,0,0,215162.52,0
925,15704996,User924,774,France,Male,58,7,74426.59,2,1,1,68603.78,0
926,15689471,User925,595,France,Male,18,3,96639.61,2,1,0,71211.07,0
927,15513819,User926,565,France,Female,42,6,103925.24,1,1,1,119759.96,0
928,15531505,User927,627,Germany,Female,46,6,198634.96,2,1,0,111026.74,1
929,15851572,User928,792,France,Male,27,8,0.0,1,0,0,72685.21,0
930,15755052,User929,483,Spain,Female,32,7,76728.89,1,1,1,96038.68,0
931,15563737,User930,793,France,Female,43,4,178720.85,1,1,1,180047.16,0
932,15732384,User931,573,France,Male,55,2,161034.92,1,1,1,145359.77,1
933,15968806,User932,517,France,Male,29,4,73164.51,2,0,0,59236.6,0
934,15842445,User933,801,Spain,Female,23,2,71776.61,2,0,1,14230.22,0
935,15767242,User934,638,France,Male,48,1,126785.52,1,1,0,44325.31,1
936,15788087,User935,493,Germany,Male,54,6,26780.15,2,1,1,108635.2,0
937,15827997,User936,606,France,Female,35,8,68498.72,3,1,1,60383.18,1
938,15965276,User937,761,France,Female,18,4,20014.82,2,1,0,57579.89,0
939,15791370,User938,793,France,Male,53,8,132451.72,2,0,1,135702.58,0
940,15746632,User939,598,France,Male,37,8,82361.94,1,1,0,85475.89,1
941,15895820,User940,698,France,Male,50,0,119029.96,2,1,1,80573.06,0
942,15555153,User941,735,Germany,Male,38,0,137153.88,1,1,0,110411.72,0
943,15874865,User942,572,France,Female,35,9,50694.64,3,0,1,172201.61,0
944,15563164,User943,692,France,Female,34,5,72725.11,2,1,1,115044.56,0
945,15809996,User944,646,France,Male,53,4,31811.88,1,1,1,134206.41,0
946,15966552,User945,585,Germany,Female,53,3,67107.05,2,1,1,103804.19,0
947,15798427,User946,590,France,Female,18,2,97136.88,2,0,1,177177.95,0
948,15828928,User947,658,Spain,Male,29,2,147435.19,1,1,1,38395.6,0
949,15547886,User948,653,France,Female,56,6,123598.88,1,0,1,43654.85,0
950,15885551,User949,582,France,Female,35,8,0.0,1,1,1,74321.75,0
951,15838657,User950,598,Germany,Male,25,3,80982.31,2,0,1,201056.21,1
952,15667540,User951,783,France,Female,39,2,117582.73,1,0,1,176937.5,0
953,15825952,User952,675,Spain,Male,37,3,28456.96,1,0,1,44832.53,0
954,15665660,User953,756,Spain,Female,38,7,131786.47,2,1,1,76865.82,1
955,15793960,User954,794,France,Male,34,7,51004.04,1,1,0,127273.55,0
956,15576623,User955,720,France,Female,35,8,180203.42,1,1,0,103272.27,1
957,15770276,User956,850,Germany,Male,34,5,85899.39,1,0,1,144156.64,1
958,15721535,User957,550,France,Female,42,9,157681.39,1,1,1,75260.51,0
959,15744803,User958,747,Germany,Male,30,5,120745.89,1,1,0,17055.97,0
960,15890938,User959,611,Germany,Male,36,1,121535.99,1,1,0,130727.81,0
961,15821950,User960,850,France,Male,37,5,43896.2,3,1,0,162373.26,0
962,15833354,User961,850,France,Male,52,1,47448.56,1,1,1,23101.3,0
963,15725081,User962,415,France,Male,42,9,1151.8,1,1,1,6055.43,0
964,15881655,User963,533,Germany,Male,37,0,163617.63,1,0,1,77252.72,0
965,15702730,User964,729,France,Male,44,6,81870.08,2,1,0,6545.52,0
966,15502703,User965,744,Spain,Female,43,3,128199.15,2,1,1,121372.23,0
967,15955667,User966,738,France,Female,49,1,154625.09,1,1,0,42010.95,0
968,15885377,User967,641,Spain,Male,44,9,31703.31,1,1,0,136972.98,0
969,15929802,User968,704,Spain,Female,56,5,174258.11,1,1,0,82777.78,1
970,15866720,User969,728,France,Female,52,6,117634.11,2,1,1,106572.41,0
971,15517510,User970,640,France,Male,38,7,134162.11,2,0,0,133015.2,0
972,15735550,User971,773,Germany,Male,34,1,123466.61,2,1,1,89785.97,1
973,15512168,User972,378,Germany,Male,47,9,98971.11,1,1,0,49263.71,1
974,15566205,User973,726,Germany,Female,44,1,105753.85,1,1,1,145698.83,1
975,15842489,User974,525,France,Male,38,0,184165.34,1,1,0,26473.19,1
976,15798570,User975,765,France,Male,24,7,34522.78,1,0,0,170324.45,0
977,15934737,User976,622,France,Female,20,0,44305.79,2,1,1,69542.53,1
978,15710333,User977,543,Spain,Male,42,6,68952.8,2,0,0,73615.43,0
979,15735200,User978,694,France,Female,46,7,200354.4,2,1,0,119739.61,0
980,15828614,User979,540,Germany,Male,47,0,71600.29,1,1,1,120859.04,0
981,15635284,User980,540,France,Male,26,1,214673.09,1,0,1,125307.55,0
982,15893787,User981,461,France,Male,49,5,0.0,4,1,0,26635.97,0
983,15779869,User982,646,France,Male,33,4,65978.21,3,1,0,55968.82,1
984,15734562,User983,709,Spain,Male,42,1,47027.16,2,1,1,117118.25,0
985,15834460,User984,772,France,Female,43,6,135268.84,2,1,1,118593.97,0
986,15639556,User985,632,France,Male,30,2,123050.3,1,0,1,95391.4,0
987,15814091,User986,775,Germany,Male,33,5,86256.63,2,1,0,164711.49,0
988,15873654,User987,652,Germany,Male,18,1,35156.25,2,1,1,91200.82,0
989,15617087,User988,638,Germany,Male,29,5,181746.65,1,1,1,147061.61,1
990,15776314,User989,718,France,Male,20,9,199221.83,2,1,1,154281.83,0
991,15900741,User990,777,Spain,Male,43,1,0.0,1,1,1,117427.52,0
992,15583525,User991,609,Spain,Male,39,4,147825.51,1,0,0,90425.74,1
993,15755627,User992,620,Germany,Female,48,1,143148.9,2,1,0,137044.9,1
994,15594055,User993,630,France,Female,42,6,62413.44,1,1,0,122477.42,0
995,15790061,User994,659,France,Male,32,3,50259.71,1,1,0,131074.98,0
996,15880068,User995,541,Germany,Female,42,2,74536.18,1,0,0,56887.3,1
997,15637259,User996,773,France,Male,35,2,115593.75,3,0,1,123455.07,0
998,15502467,User997,601,France,Male,45,3,70681.5,1,1,0,179761.31,0
999,15619287,User998,705,France,Male,42,0,46249.23,2,1,1,86046.81,0
1000,15928630,User999,550,France,Male,29,6,104374.45,1,1,1,107112.72,0
1001,15506531,User1000,693,France,Male,39,2,80950.53,1,1,0,88297.95,0
1002,15770661,User1001,696,France,Female,39,7,88054.85,1,1,0,144221.36,1
1003,15904475,User1002,599,Germany,Female,35,9,46964.28,2,0,0,1000.0,0
1004,15867481,User1003,850,France,Female,47,9,132266.84,1,1,1,179968.34,0
1005,15798416,User1004,694,Spain,Female,56,4,112238.9,1,0,1,125820.73,0
1006,15802021,User1005,850,France,Male,35,2,98962.03,1,0,0,88999.29,0
1007,15710661,User1006,765,Germany,Female,35,3,154004.26,1,1,1,113976.18,0
1008,15670458,User1007,570,France,Female,18,2,23774.58,2,1,0,156545.15,0
1009,15554954,User1008,604,France,Female,37,8,157235.35,1,0,0,118854.15,1
1010,15508321,User1009,702,France,Female,34,4,71050.28,1,0,0,133836.47,0
1011,15689104,User1010,657,France,Male,18,8,78689.72,1,0,0,160348.4,0
1012,15585521,User1011,655,France,Female,41,3,111333.98,1,0,0,108903.97,0
1013,15569540,User1012,615,Germany,Male,44,1,0.0,1,1,0,137434.71,1
1014,15756189,User1013,432,France,Male,31,8,76885.41,2,1,1,173993.62,0
1015,15773135,User1014,622,Spain,Male,35,1,53605.63,1,1,0,128546.94,0
1016,15730609,User1015,383,France,Female,29,3,0.0,2,0,0,69634.34,0
1017,15710323,User1016,694,France,Female,46,7,140980.75,1,1,0,139043.18,0
1018,15761068,User1017,562,France,Female,23,3,78861.81,1,1,0,202114.38,0
1019,15627262,User1018,564,France,Female,35,8,148298.02,1,1,1,84750.31,0
1020,15709019,User1019,623,France,Female,58,5,90985.01,1,1,0,123227.9,1
1021,15558597,User1020,682,France,Female,39,2,159060.22,2,1,1,121995.02,1
1022,15520719,User1021,478,Spain,Female,43,5,136380.66,1,1,0,144691.0,1
1023,15504551,User1022,440,Germany,Female,37,2,87435.8,1,1,1,80273.34,1
1024,15744883,User1023,522,France,Female,27,3,144034.65,1,1,0,99715.4,1
1025,15965925,User1024,404,France,Female,38,0,101629.88,4,1,0,197971.63,0
1026,15939716,User1025,533,France,Male,43,0,0.0,3,1,1,135191.63,0
1027,15923626,User1026,840,France,Female,28,0,96805.13,1,1,1,69995.98,0
1028,15747262,User1027,523,France,Male,42,7,67256.68,1,1,0,140003.64,0
1029,15767917,User1028,728,Spain,Female,51,1,48476.27,2,1,0,103907.44,0
1030,15646397,User1029,485,France,Female,49,1,200823.67,1,1,1,177240.77,0
1031,15555133,User1030,685,Spain,Male,23,1,118206.45,2,1,1,20701.06,0
1032,15680757,User1031,611,France,Female,29,8,54752.92,1,1,0,105779.97,0
1033,15665926,User1032,642,France,Male,22,9,52557.33,1,1,0,149591.66,0
1034,15964019,User1033,718,Spain,Male,49,2,124559.51,1,0,1,37812.97,0
1035,15984387,User1034,850,France,Male,45,5,62619.36,1,1,0,63780.64,0
1036,15518210,User1035,673,France,Female,46,2,102984.1,1,1,0,124471.9,1
1037,15873974,User1036,664,Spain,Female,30,2,847.24,1,0,1,102705.25,0
1038,15704477,User1037,533,Spain,Female,27,5,109695.77,4,1,1,85835.2,0
1039,15501415,User1038,720,Germany,Male,39,8,194291.83,2,0,0,116100.46,1
1040,15792653,User1039,620,Germany,Female,40,9,66061.27,1,0,0,31908.64,0
1041,15901479,User1040,749,France,Male,30,0,77621.93,2,1,0,59229.1,0
1042,15961724,User1041,644,Germany,Male,40,3,137443.03,1,1,1,186770.94,0
1043,15669751,User1042,850,France,Female,45,7,107028.54,4,1,0,68853.57,0
1044,15841134,User1043,412,France,Male,41,4,208597.34,1,0,0,122551.65,1
1045,15532907,User1044,614,France,Female,28,2,105137.01,1,0,1,98268.03,1
1046,15569022,User1045,755,France,Male,18,4,126873.85,2,0,0,143527.26,1
1047,15654556,User1046,607,Germany,Female,36,3,17529.24,1,1,1,117218.07,0
1048,15540670,User1047,554,France,Male,40,1,47123.09,1,0,0,120942.5,0
1049,15747424,User1048,618,France,Male,36,6,13547.11,1,0,1,158656.25,0
1050,15536719,User1049,484,France,Female,34,2,264678.07,2,1,0,116934.8,1
1051,15583779,User1050,664,France,Female,32,2,142773.3,1,1,1,16614.89,0
1052,15739267,User1051,850,France,Male,46,9,107354.92,2,1,0,68183.83,0
1053,15831769,User1052,787,France,Male,38,5,72097.88,2,1,1,171585.71,0
1054,15847925,User1053,516,France,Female,40,9,42479.04,2,0,1,153510.14,0
1055,15887755,User1054,545,France,Male,29,4,0.0,2,0,1,89457.51,0
1056,15867133,User1055,601,Germany,Female,32,2,247757.92,1,1,1,22184.86,1
1057,15813312,User1056,770,France,Male,40,7,93475.79,2,1,0,65583.58,0
1058,15817309,User1057,551,France,Female,28,9,77164.29,1,0,1,204004.54,0
1059,15821618,User1058,567,Germany,Female,26,2,24420.79,1,1,1,160263.6,1
1060,15674714,User1059,756,Spain,Female,35,0,108545.36,1,1,1,161417.45,0
1061,15782637,User1060,753,France,Female,51,9,104158.36,1,1,0,21116.39,1
1062,15767266,User1061,605,Germany,Male,40,7,113035.79,1,1,0,33781.4,0
1063,15926276,User1062,515,France,Male,53,3,99267.21,1,1,0,71704.16,0
1064,15543738,User1063,464,France,Female,37,0,34625.27,4,0,1,33813.32,0
1065,15682449,User1064,566,France,Female,35,5,81437.37,1,1,0,106435.78,0
1066,15550657,User1065,382,France,Female,25,4,97720.65,1,0,0,46829.19,1
1067,15939837,User1066,739,France,Male,33,4,93930.78,1,0,1,124320.39,0
1068,15518589,User1067,574,Germany,Male,53,4,154798.47,1,0,1,89845.05,0
1069,15748448,User1068,707,France,Male,42,6,100982.13,1,0,1,73137.05,0
1070,15529921,User1069,850,Germany,Male,46,4,45799.46,1,0,1,133117.46,1
